E1,Time,Celsius(�C),Humidity(%rh),Dew Point(�C),Serial Number
1440,2023-10-24 11:55,16,60,8.2,
1441,2023-10-24 12:00,16,60,8.2,
1442,2023-10-24 12:05,16,60,8.2,
1443,2023-10-24 12:10,16,60,8.2,
1444,2023-10-24 12:15,16,60,8.2,
1445,2023-10-24 12:20,16,60,8.2,
1446,2023-10-24 12:25,16,60,8.2,
1447,2023-10-24 12:30,16,60,8.2,
1448,2023-10-24 12:35,16,60,8.2,
1449,2023-10-24 12:40,16,60,8.2,
1450,2023-10-24 12:45,16,60,8.2,
1451,2023-10-24 12:50,16,60,8.2,
1452,2023-10-24 12:55,16,60,8.2,
1453,2023-10-24 13:00,16,60,8.2,
1454,2023-10-24 13:05,16,60,8.2,
1455,2023-10-24 13:10,16,60,8.2,
1456,2023-10-24 13:15,16,60,8.2,
1457,2023-10-24 13:20,16,60,8.2,
1458,2023-10-24 13:25,16,60,8.2,
1459,2023-10-24 13:30,16,60,8.2,
1460,2023-10-24 13:35,16,60,8.2,
1461,2023-10-24 13:40,16,60,8.2,
1462,2023-10-24 13:45,16,60,8.2,
1463,2023-10-24 13:50,16,60,8.2,
1464,2023-10-24 13:55,16,60,8.2,
1465,2023-10-24 14:00,16,60,8.2,
1466,2023-10-24 14:05,16,60,8.2,
1467,2023-10-24 14:10,16,60,8.2,
1468,2023-10-24 14:15,16,60,8.2,
1469,2023-10-24 14:20,16,60,8.2,
1470,2023-10-24 14:25,16,60,8.2,
1471,2023-10-24 14:30,16,60,8.2,
1472,2023-10-24 14:35,16,60,8.2,
1473,2023-10-24 14:40,16,60,8.2,
1474,2023-10-24 14:45,16,60,8.2,
1475,2023-10-24 14:50,16,60,8.2,
1476,2023-10-24 14:55,16,60,8.2,
1477,2023-10-24 15:00,16,60,8.2,
1478,2023-10-24 15:05,16,60,8.2,
1479,2023-10-24 15:10,16,60,8.2,
1480,2023-10-24 15:15,16,60,8.2,
1481,2023-10-24 15:20,16,60,8.2,
1482,2023-10-24 15:25,16,60,8.2,
1483,2023-10-24 15:30,16,60,8.2,
1484,2023-10-24 15:35,16,60,8.2,
1485,2023-10-24 15:40,16,60,8.2,
1486,2023-10-24 15:45,16,60,8.2,
1487,2023-10-24 15:50,16,60,8.2,
1488,2023-10-24 15:55,16,60,8.2,
1489,2023-10-24 16:00,16,60,8.2,
1490,2023-10-24 16:05,16,60,8.2,
1491,2023-10-24 16:10,16,60,8.2,
1492,2023-10-24 16:15,16,60,8.2,
1493,2023-10-24 16:20,16,60,8.2,
1494,2023-10-24 16:25,16,60,8.2,
1495,2023-10-24 16:30,16,60,8.2,
1496,2023-10-24 16:35,16,60,8.2,
1497,2023-10-24 16:40,16,60,8.2,
1498,2023-10-24 16:45,16,60,8.2,
1499,2023-10-24 16:50,16,60,8.2,
1500,2023-10-24 16:55,16.5,60,8.7,
1501,2023-10-24 17:00,16.5,60,8.7,
1502,2023-10-24 17:05,16.5,60,8.7,
1503,2023-10-24 17:10,16.5,60,8.7,
1504,2023-10-24 17:15,16.5,60,8.7,
1505,2023-10-24 17:20,16.5,60,8.7,
1506,2023-10-24 17:25,16.5,60,8.7,
1507,2023-10-24 17:30,16.5,60,8.7,
1508,2023-10-24 17:35,16.5,60,8.7,
1509,2023-10-24 17:40,16.5,60,8.7,
1510,2023-10-24 17:45,16.5,60,8.7,
1511,2023-10-24 17:50,16.5,60,8.7,
1512,2023-10-24 17:55,16.5,60,8.7,
1513,2023-10-24 18:00,16.5,60,8.7,
1514,2023-10-24 18:05,16.5,60,8.7,
1515,2023-10-24 18:10,16.5,60,8.7,
1516,2023-10-24 18:15,16,60,8.2,
1517,2023-10-24 18:20,16,60,8.2,
1518,2023-10-24 18:25,16,60,8.2,
1519,2023-10-24 18:30,16,60,8.2,
1520,2023-10-24 18:35,16,60,8.2,
1521,2023-10-24 18:40,16,60,8.2,
1522,2023-10-24 18:45,16,60,8.2,
1523,2023-10-24 18:50,16,60,8.2,
1524,2023-10-24 18:55,16,60,8.2,
1525,2023-10-24 19:00,16,60,8.2,
1526,2023-10-24 19:05,16,60,8.2,
1527,2023-10-24 19:10,16,60,8.2,
1528,2023-10-24 19:15,16,60,8.2,
1529,2023-10-24 19:20,16,60,8.2,
1530,2023-10-24 19:25,16,60,8.2,
1531,2023-10-24 19:30,16,60,8.2,
1532,2023-10-24 19:35,16,60,8.2,
1533,2023-10-24 19:40,16,60,8.2,
1534,2023-10-24 19:45,16,60,8.2,
1535,2023-10-24 19:50,16,60,8.2,
1536,2023-10-24 19:55,16,60,8.2,
1537,2023-10-24 20:00,16,60,8.2,
1538,2023-10-24 20:05,16,60,8.2,
1539,2023-10-24 20:10,16,60,8.2,
1540,2023-10-24 20:15,16,60,8.2,
1541,2023-10-24 20:20,16,60,8.2,
1542,2023-10-24 20:25,16,60,8.2,
1543,2023-10-24 20:30,16,60,8.2,
1544,2023-10-24 20:35,16,60,8.2,
1545,2023-10-24 20:40,16,60,8.2,
1546,2023-10-24 20:45,16,60,8.2,
1547,2023-10-24 20:50,16,60,8.2,
1548,2023-10-24 20:55,16,60,8.2,
1549,2023-10-24 21:00,16,60,8.2,
1550,2023-10-24 21:05,16,60,8.2,
1551,2023-10-24 21:10,16,60,8.2,
1552,2023-10-24 21:15,16,60,8.2,
1553,2023-10-24 21:20,16,60,8.2,
1554,2023-10-24 21:25,16,60,8.2,
1555,2023-10-24 21:30,16,60,8.2,
1556,2023-10-24 21:35,16,60,8.2,
1557,2023-10-24 21:40,16,60,8.2,
1558,2023-10-24 21:45,16,60,8.2,
1559,2023-10-24 21:50,16,60,8.2,
1560,2023-10-24 21:55,16,60,8.2,
1561,2023-10-24 22:00,16,60,8.2,
1562,2023-10-24 22:05,16,60,8.2,
1563,2023-10-24 22:10,16,60,8.2,
1564,2023-10-24 22:15,16,60,8.2,
1565,2023-10-24 22:20,16,60,8.2,
1566,2023-10-24 22:25,16,60,8.2,
1567,2023-10-24 22:30,16,60,8.2,
1568,2023-10-24 22:35,16,60,8.2,
1569,2023-10-24 22:40,16,60,8.2,
1570,2023-10-24 22:45,16,60,8.2,
1571,2023-10-24 22:50,16,60,8.2,
1572,2023-10-24 22:55,16,60,8.2,
1573,2023-10-24 23:00,16,60,8.2,
1574,2023-10-24 23:05,16,60,8.2,
1575,2023-10-24 23:10,16,60,8.2,
1576,2023-10-24 23:15,16,60,8.2,
1577,2023-10-24 23:20,16,60,8.2,
1578,2023-10-24 23:25,16,60,8.2,
1579,2023-10-24 23:30,16,60,8.2,
1580,2023-10-24 23:35,16,60,8.2,
1581,2023-10-24 23:40,16,60,8.2,
1582,2023-10-24 23:45,16,60,8.2,
1583,2023-10-24 23:50,16,60,8.2,
1584,2023-10-24 23:55,16,60,8.2,
1585,2023-10-25 00:00,16,60,8.2,
1586,2023-10-25 00:05,16,60,8.2,
1587,2023-10-25 00:10,16,60,8.2,
1588,2023-10-25 00:15,16,60,8.2,
1589,2023-10-25 00:20,16,60,8.2,
1590,2023-10-25 00:25,16,60,8.2,
1591,2023-10-25 00:30,16,60,8.2,
1592,2023-10-25 00:35,16,60,8.2,
1593,2023-10-25 00:40,16,60,8.2,
1594,2023-10-25 00:45,16,60,8.2,
1595,2023-10-25 00:50,16,60,8.2,
1596,2023-10-25 00:55,16,60,8.2,
1597,2023-10-25 01:00,16,60,8.2,
1598,2023-10-25 01:05,16,60,8.2,
1599,2023-10-25 01:10,16,60,8.2,
1600,2023-10-25 01:15,16,60,8.2,
1601,2023-10-25 01:20,16,60,8.2,
1602,2023-10-25 01:25,16,60,8.2,
1603,2023-10-25 01:30,16,60,8.2,
1604,2023-10-25 01:35,16,60,8.2,
1605,2023-10-25 01:40,16,60,8.2,
1606,2023-10-25 01:45,16,60,8.2,
1607,2023-10-25 01:50,16,60,8.2,
1608,2023-10-25 01:55,16,60,8.2,
1609,2023-10-25 02:00,16,60,8.2,
1610,2023-10-25 02:05,16,60,8.2,
1611,2023-10-25 02:10,16,60,8.2,
1612,2023-10-25 02:15,16,60,8.2,
1613,2023-10-25 02:20,16,60,8.2,
1614,2023-10-25 02:25,16,60,8.2,
1615,2023-10-25 02:30,16,60,8.2,
1616,2023-10-25 02:35,16,60,8.2,
1617,2023-10-25 02:40,16,60,8.2,
1618,2023-10-25 02:45,16,60,8.2,
1619,2023-10-25 02:50,16,60,8.2,
1620,2023-10-25 02:55,16,60,8.2,
1621,2023-10-25 03:00,16,60,8.2,
1622,2023-10-25 03:05,16,60,8.2,
1623,2023-10-25 03:10,16,60,8.2,
1624,2023-10-25 03:15,16,60,8.2,
1625,2023-10-25 03:20,16,60,8.2,
1626,2023-10-25 03:25,16,60,8.2,
1627,2023-10-25 03:30,16,60,8.2,
1628,2023-10-25 03:35,16,60,8.2,
1629,2023-10-25 03:40,16,60,8.2,
1630,2023-10-25 03:45,16,60,8.2,
1631,2023-10-25 03:50,16,60,8.2,
1632,2023-10-25 03:55,16,60,8.2,
1633,2023-10-25 04:00,16,60,8.2,
1634,2023-10-25 04:05,16,60,8.2,
1635,2023-10-25 04:10,16,60,8.2,
1636,2023-10-25 04:15,16,60,8.2,
1637,2023-10-25 04:20,16,60,8.2,
1638,2023-10-25 04:25,15.5,60,7.8,
1639,2023-10-25 04:30,15.5,60,7.8,
1640,2023-10-25 04:35,15.5,60,7.8,
1641,2023-10-25 04:40,15.5,60,7.8,
1642,2023-10-25 04:45,15.5,60,7.8,
1643,2023-10-25 04:50,15.5,60,7.8,
1644,2023-10-25 04:55,15.5,60,7.8,
1645,2023-10-25 05:00,15.5,60,7.8,
1646,2023-10-25 05:05,15.5,60,7.8,
1647,2023-10-25 05:10,15.5,60,7.8,
1648,2023-10-25 05:15,15.5,60,7.8,
1649,2023-10-25 05:20,15.5,60,7.8,
1650,2023-10-25 05:25,15.5,60,7.8,
1651,2023-10-25 05:30,15.5,60,7.8,
1652,2023-10-25 05:35,15.5,60,7.8,
1653,2023-10-25 05:40,15.5,60,7.8,
1654,2023-10-25 05:45,15.5,60,7.8,
1655,2023-10-25 05:50,15.5,60,7.8,
1656,2023-10-25 05:55,15.5,60,7.8,
1657,2023-10-25 06:00,15.5,60,7.8,
1658,2023-10-25 06:05,15.5,60,7.8,
1659,2023-10-25 06:10,15.5,60,7.8,
1660,2023-10-25 06:15,15.5,60,7.8,
1661,2023-10-25 06:20,15.5,60,7.8,
1662,2023-10-25 06:25,15.5,60,7.8,
1663,2023-10-25 06:30,15.5,60,7.8,
1664,2023-10-25 06:35,15.5,60,7.8,
1665,2023-10-25 06:40,15.5,60,7.8,
1666,2023-10-25 06:45,15.5,60,7.8,
1667,2023-10-25 06:50,15.5,60,7.8,
1668,2023-10-25 06:55,15.5,60,7.8,
1669,2023-10-25 07:00,15.5,60,7.8,
1670,2023-10-25 07:05,15.5,60,7.8,
1671,2023-10-25 07:10,15.5,60,7.8,
1672,2023-10-25 07:15,15.5,60,7.8,
1673,2023-10-25 07:20,15.5,60,7.8,
1674,2023-10-25 07:25,15.5,60,7.8,
1675,2023-10-25 07:30,15.5,60,7.8,
1676,2023-10-25 07:35,15.5,60,7.8,
1677,2023-10-25 07:40,15.5,60,7.8,
1678,2023-10-25 07:45,15.5,60,7.8,
1679,2023-10-25 07:50,15.5,60,7.8,
1680,2023-10-25 07:55,15.5,60,7.8,
1681,2023-10-25 08:00,15.5,60,7.8,
1682,2023-10-25 08:05,15.5,60,7.8,
1683,2023-10-25 08:10,15.5,60,7.8,
1684,2023-10-25 08:15,15.5,60,7.8,
1685,2023-10-25 08:20,15.5,60,7.8,
1686,2023-10-25 08:25,15.5,60,7.8,
1687,2023-10-25 08:30,15.5,60,7.8,
1688,2023-10-25 08:35,15.5,60,7.8,
1689,2023-10-25 08:40,15.5,60,7.8,
1690,2023-10-25 08:45,15.5,60,7.8,
1691,2023-10-25 08:50,15.5,60,7.8,
1692,2023-10-25 08:55,15.5,60,7.8,
1693,2023-10-25 09:00,15.5,60,7.8,
1694,2023-10-25 09:05,15.5,60,7.8,
1695,2023-10-25 09:10,15.5,60,7.8,
1696,2023-10-25 09:15,15.5,60.5,7.9,
1697,2023-10-25 09:20,15.5,60.5,7.9,
1698,2023-10-25 09:25,15.5,60.5,7.9,
1699,2023-10-25 09:30,15.5,60.5,7.9,
1700,2023-10-25 09:35,15.5,60.5,7.9,
1701,2023-10-25 09:40,15.5,60.5,7.9,
1702,2023-10-25 09:45,15.5,60.5,7.9,
1703,2023-10-25 09:50,15.5,60.5,7.9,
1704,2023-10-25 09:55,15.5,60.5,7.9,
1705,2023-10-25 10:00,15.5,60.5,7.9,
1706,2023-10-25 10:05,15.5,60.5,7.9,
1707,2023-10-25 10:10,15.5,60.5,7.9,
1708,2023-10-25 10:15,15.5,60.5,7.9,
1709,2023-10-25 10:20,15.5,60.5,7.9,
1710,2023-10-25 10:25,15.5,60.5,7.9,
1711,2023-10-25 10:30,15.5,60.5,7.9,
1712,2023-10-25 10:35,15.5,60.5,7.9,
1713,2023-10-25 10:40,15.5,60.5,7.9,
1714,2023-10-25 10:45,15.5,60.5,7.9,
1715,2023-10-25 10:50,15.5,60.5,7.9,
1716,2023-10-25 10:55,15.5,60.5,7.9,
1717,2023-10-25 11:00,15.5,60.5,7.9,
1718,2023-10-25 11:05,15.5,60.5,7.9,
1719,2023-10-25 11:10,15.5,60.5,7.9,
1720,2023-10-25 11:15,15.5,60.5,7.9,
1721,2023-10-25 11:20,15.5,60.5,7.9,
1722,2023-10-25 11:25,15.5,60.5,7.9,
1723,2023-10-25 11:30,15.5,60.5,7.9,
1724,2023-10-25 11:35,15.5,60.5,7.9,
1725,2023-10-25 11:40,15.5,60.5,7.9,
1726,2023-10-25 11:45,16,60.5,8.4,
1727,2023-10-25 11:50,16,60.5,8.4,
1728,2023-10-25 11:55,16,60.5,8.4,
1729,2023-10-25 12:00,16,60.5,8.4,
1730,2023-10-25 12:05,16,60.5,8.4,
1731,2023-10-25 12:10,16,60.5,8.4,
1732,2023-10-25 12:15,16,60.5,8.4,
1733,2023-10-25 12:20,16,60.5,8.4,
1734,2023-10-25 12:25,16,60.5,8.4,
1735,2023-10-25 12:30,16,60.5,8.4,
1736,2023-10-25 12:35,16,60.5,8.4,
1737,2023-10-25 12:40,16,60.5,8.4,
1738,2023-10-25 12:45,16,60.5,8.4,
1739,2023-10-25 12:50,16,60.5,8.4,
1740,2023-10-25 12:55,16,60.5,8.4,
1741,2023-10-25 13:00,16,60.5,8.4,
1742,2023-10-25 13:05,16,60.5,8.4,
1743,2023-10-25 13:10,16,60.5,8.4,
1744,2023-10-25 13:15,16,60.5,8.4,
1745,2023-10-25 13:20,16,60.5,8.4,
1746,2023-10-25 13:25,16,60.5,8.4,
1747,2023-10-25 13:30,16,60.5,8.4,
1748,2023-10-25 13:35,16,60.5,8.4,
1749,2023-10-25 13:40,16,60.5,8.4,
1750,2023-10-25 13:45,16,60.5,8.4,
1751,2023-10-25 13:50,16,60.5,8.4,
1752,2023-10-25 13:55,16,60.5,8.4,
1753,2023-10-25 14:00,16,60.5,8.4,
1754,2023-10-25 14:05,16,60.5,8.4,
1755,2023-10-25 14:10,16,60.5,8.4,
1756,2023-10-25 14:15,16,60.5,8.4,
1757,2023-10-25 14:20,16,60.5,8.4,
1758,2023-10-25 14:25,16,60.5,8.4,
1759,2023-10-25 14:30,16,60.5,8.4,
1760,2023-10-25 14:35,16,60.5,8.4,
1761,2023-10-25 14:40,16,60.5,8.4,
1762,2023-10-25 14:45,16,60.5,8.4,
1763,2023-10-25 14:50,16,60.5,8.4,
1764,2023-10-25 14:55,16,60.5,8.4,
1765,2023-10-25 15:00,16,60.5,8.4,
1766,2023-10-25 15:05,16,60.5,8.4,
1767,2023-10-25 15:10,16,60.5,8.4,
1768,2023-10-25 15:15,16,60.5,8.4,
1769,2023-10-25 15:20,16,60.5,8.4,
1770,2023-10-25 15:25,16,60.5,8.4,
1771,2023-10-25 15:30,16,60.5,8.4,
1772,2023-10-25 15:35,16,60.5,8.4,
1773,2023-10-25 15:40,16,60.5,8.4,
1774,2023-10-25 15:45,16,60.5,8.4,
1775,2023-10-25 15:50,16,60.5,8.4,
1776,2023-10-25 15:55,16,60.5,8.4,
1777,2023-10-25 16:00,16,60.5,8.4,
1778,2023-10-25 16:05,16,60.5,8.4,
1779,2023-10-25 16:10,16,60.5,8.4,
1780,2023-10-25 16:15,16,60.5,8.4,
1781,2023-10-25 16:20,16,60.5,8.4,
1782,2023-10-25 16:25,16,60.5,8.4,
1783,2023-10-25 16:30,16,60.5,8.4,
1784,2023-10-25 16:35,16,60.5,8.4,
1785,2023-10-25 16:40,16,60.5,8.4,
1786,2023-10-25 16:45,16,60.5,8.4,
1787,2023-10-25 16:50,16,60.5,8.4,
1788,2023-10-25 16:55,16,60.5,8.4,
1789,2023-10-25 17:00,16,60.5,8.4,
1790,2023-10-25 17:05,16,60.5,8.4,
1791,2023-10-25 17:10,16,60.5,8.4,
1792,2023-10-25 17:15,16,60.5,8.4,
1793,2023-10-25 17:20,16,60.5,8.4,
1794,2023-10-25 17:25,16,60.5,8.4,
1795,2023-10-25 17:30,16,60.5,8.4,
1796,2023-10-25 17:35,16,60.5,8.4,
1797,2023-10-25 17:40,16,60.5,8.4,
1798,2023-10-25 17:45,16,60.5,8.4,
1799,2023-10-25 17:50,16,60.5,8.4,
1800,2023-10-25 17:55,16,60.5,8.4,
1801,2023-10-25 18:00,16,60.5,8.4,
1802,2023-10-25 18:05,16,60.5,8.4,
1803,2023-10-25 18:10,16,60.5,8.4,
1804,2023-10-25 18:15,16,60.5,8.4,
1805,2023-10-25 18:20,16,60.5,8.4,
1806,2023-10-25 18:25,16,60.5,8.4,
1807,2023-10-25 18:30,16,60.5,8.4,
1808,2023-10-25 18:35,16,60.5,8.4,
1809,2023-10-25 18:40,16,60.5,8.4,
1810,2023-10-25 18:45,16,60.5,8.4,
1811,2023-10-25 18:50,16,60.5,8.4,
1812,2023-10-25 18:55,16,60.5,8.4,
1813,2023-10-25 19:00,16,60.5,8.4,
1814,2023-10-25 19:05,16,60.5,8.4,
1815,2023-10-25 19:10,16,60.5,8.4,
1816,2023-10-25 19:15,16,60.5,8.4,
1817,2023-10-25 19:20,16,60.5,8.4,
1818,2023-10-25 19:25,16,60.5,8.4,
1819,2023-10-25 19:30,16,60.5,8.4,
1820,2023-10-25 19:35,16,60.5,8.4,
1821,2023-10-25 19:40,16,60.5,8.4,
1822,2023-10-25 19:45,16,60.5,8.4,
1823,2023-10-25 19:50,16,60.5,8.4,
1824,2023-10-25 19:55,16,60.5,8.4,
1825,2023-10-25 20:00,16,60.5,8.4,
1826,2023-10-25 20:05,16,60.5,8.4,
1827,2023-10-25 20:10,16,60.5,8.4,
1828,2023-10-25 20:15,16,60.5,8.4,
1829,2023-10-25 20:20,16,60.5,8.4,
1830,2023-10-25 20:25,16,60.5,8.4,
1831,2023-10-25 20:30,16,60.5,8.4,
1832,2023-10-25 20:35,16,60.5,8.4,
1833,2023-10-25 20:40,16,60.5,8.4,
1834,2023-10-25 20:45,16,60.5,8.4,
1835,2023-10-25 20:50,16,60.5,8.4,
1836,2023-10-25 20:55,16,60.5,8.4,
1837,2023-10-25 21:00,16,60.5,8.4,
1838,2023-10-25 21:05,16,60.5,8.4,
1839,2023-10-25 21:10,16,60.5,8.4,
1840,2023-10-25 21:15,16,60.5,8.4,
1841,2023-10-25 21:20,16,60.5,8.4,
1842,2023-10-25 21:25,16,60.5,8.4,
1843,2023-10-25 21:30,16,60.5,8.4,
1844,2023-10-25 21:35,16,60.5,8.4,
1845,2023-10-25 21:40,16,60.5,8.4,
1846,2023-10-25 21:45,16,60.5,8.4,
1847,2023-10-25 21:50,16,60.5,8.4,
1848,2023-10-25 21:55,16.5,60.5,8.8,
1849,2023-10-25 22:00,16,60,8.2,
1850,2023-10-25 22:05,16,60.5,8.4,
1851,2023-10-25 22:10,16,60.5,8.4,
1852,2023-10-25 22:15,16,60.5,8.4,
1853,2023-10-25 22:20,16,60.5,8.4,
1854,2023-10-25 22:25,16,60.5,8.4,
1855,2023-10-25 22:30,16,60.5,8.4,
1856,2023-10-25 22:35,16,60.5,8.4,
1857,2023-10-25 22:40,16,60.5,8.4,
1858,2023-10-25 22:45,16,60.5,8.4,
1859,2023-10-25 22:50,16,60.5,8.4,
1860,2023-10-25 22:55,16,60.5,8.4,
1861,2023-10-25 23:00,16,60.5,8.4,
1862,2023-10-25 23:05,16,60.5,8.4,
1863,2023-10-25 23:10,16,60.5,8.4,
1864,2023-10-25 23:15,16,60.5,8.4,
1865,2023-10-25 23:20,16,60.5,8.4,
1866,2023-10-25 23:25,16,60.5,8.4,
1867,2023-10-25 23:30,16,60.5,8.4,
1868,2023-10-25 23:35,16,60.5,8.4,
1869,2023-10-25 23:40,16,60.5,8.4,
1870,2023-10-25 23:45,16,60.5,8.4,
1871,2023-10-25 23:50,16,60.5,8.4,
1872,2023-10-25 23:55,16,60.5,8.4,
1873,2023-10-26 00:00,16,60.5,8.4,
1874,2023-10-26 00:05,16,60.5,8.4,
1875,2023-10-26 00:10,16,60.5,8.4,
1876,2023-10-26 00:15,16,60.5,8.4,
1877,2023-10-26 00:20,16,60.5,8.4,
1878,2023-10-26 00:25,16,60.5,8.4,
1879,2023-10-26 00:30,16,60.5,8.4,
1880,2023-10-26 00:35,16,60.5,8.4,
1881,2023-10-26 00:40,16,60.5,8.4,
1882,2023-10-26 00:45,16,60.5,8.4,
1883,2023-10-26 00:50,16,60.5,8.4,
1884,2023-10-26 00:55,16,60.5,8.4,
1885,2023-10-26 01:00,16,60.5,8.4,
1886,2023-10-26 01:05,16,60.5,8.4,
1887,2023-10-26 01:10,16,60.5,8.4,
1888,2023-10-26 01:15,16,60.5,8.4,
1889,2023-10-26 01:20,16,60.5,8.4,
1890,2023-10-26 01:25,16,60.5,8.4,
1891,2023-10-26 01:30,16,60.5,8.4,
1892,2023-10-26 01:35,16,60.5,8.4,
1893,2023-10-26 01:40,16,60.5,8.4,
1894,2023-10-26 01:45,16,60.5,8.4,
1895,2023-10-26 01:50,16,60.5,8.4,
1896,2023-10-26 01:55,16,60.5,8.4,
1897,2023-10-26 02:00,16,60.5,8.4,
1898,2023-10-26 02:05,16,60.5,8.4,
1899,2023-10-26 02:10,16,60.5,8.4,
1900,2023-10-26 02:15,16,60.5,8.4,
1901,2023-10-26 02:20,16,60.5,8.4,
1902,2023-10-26 02:25,16,60.5,8.4,
1903,2023-10-26 02:30,16,60.5,8.4,
1904,2023-10-26 02:35,16,60.5,8.4,
1905,2023-10-26 02:40,16,60.5,8.4,
1906,2023-10-26 02:45,16,60.5,8.4,
1907,2023-10-26 02:50,16,60.5,8.4,
1908,2023-10-26 02:55,16,60.5,8.4,
1909,2023-10-26 03:00,16,60.5,8.4,
1910,2023-10-26 03:05,16,60.5,8.4,
1911,2023-10-26 03:10,16,60.5,8.4,
1912,2023-10-26 03:15,16,60.5,8.4,
1913,2023-10-26 03:20,16,60.5,8.4,
1914,2023-10-26 03:25,16,60.5,8.4,
1915,2023-10-26 03:30,16,60.5,8.4,
1916,2023-10-26 03:35,16,60.5,8.4,
1917,2023-10-26 03:40,16,60.5,8.4,
1918,2023-10-26 03:45,16,60.5,8.4,
1919,2023-10-26 03:50,16,60.5,8.4,
1920,2023-10-26 03:55,16,60.5,8.4,
1921,2023-10-26 04:00,16,60.5,8.4,
1922,2023-10-26 04:05,16,60.5,8.4,
1923,2023-10-26 04:10,16,60.5,8.4,
1924,2023-10-26 04:15,16,60.5,8.4,
1925,2023-10-26 04:20,16,60.5,8.4,
1926,2023-10-26 04:25,16,60.5,8.4,
1927,2023-10-26 04:30,16,60.5,8.4,
1928,2023-10-26 04:35,16,60.5,8.4,
1929,2023-10-26 04:40,16,60.5,8.4,
1930,2023-10-26 04:45,16,60.5,8.4,
1931,2023-10-26 04:50,16,60.5,8.4,
1932,2023-10-26 04:55,16,60.5,8.4,
1933,2023-10-26 05:00,15.5,60.5,7.9,
1934,2023-10-26 05:05,15.5,60.5,7.9,
1935,2023-10-26 05:10,15.5,60.5,7.9,
1936,2023-10-26 05:15,15.5,60.5,7.9,
1937,2023-10-26 05:20,15.5,60.5,7.9,
1938,2023-10-26 05:25,15.5,60.5,7.9,
1939,2023-10-26 05:30,15.5,60.5,7.9,
1940,2023-10-26 05:35,15.5,60.5,7.9,
1941,2023-10-26 05:40,15.5,60.5,7.9,
1942,2023-10-26 05:45,15.5,60.5,7.9,
1943,2023-10-26 05:50,15.5,60.5,7.9,
1944,2023-10-26 05:55,15.5,60.5,7.9,
1945,2023-10-26 06:00,15.5,60.5,7.9,
1946,2023-10-26 06:05,15.5,60.5,7.9,
1947,2023-10-26 06:10,15.5,60.5,7.9,
1948,2023-10-26 06:15,15.5,60.5,7.9,
1949,2023-10-26 06:20,15.5,60.5,7.9,
1950,2023-10-26 06:25,15.5,60.5,7.9,
1951,2023-10-26 06:30,15.5,60.5,7.9,
1952,2023-10-26 06:35,15.5,60.5,7.9,
1953,2023-10-26 06:40,15.5,60.5,7.9,
1954,2023-10-26 06:45,15.5,60.5,7.9,
1955,2023-10-26 06:50,15.5,60.5,7.9,
1956,2023-10-26 06:55,15.5,60.5,7.9,
1957,2023-10-26 07:00,15.5,60.5,7.9,
1958,2023-10-26 07:05,15.5,60.5,7.9,
1959,2023-10-26 07:10,15.5,60.5,7.9,
1960,2023-10-26 07:15,15.5,60.5,7.9,
1961,2023-10-26 07:20,15.5,60.5,7.9,
1962,2023-10-26 07:25,15.5,60.5,7.9,
1963,2023-10-26 07:30,15.5,60.5,7.9,
1964,2023-10-26 07:35,15.5,60.5,7.9,
1965,2023-10-26 07:40,15.5,60.5,7.9,
1966,2023-10-26 07:45,15.5,60.5,7.9,
1967,2023-10-26 07:50,15.5,60.5,7.9,
1968,2023-10-26 07:55,15.5,60.5,7.9,
1969,2023-10-26 08:00,15.5,60.5,7.9,
1970,2023-10-26 08:05,15.5,60.5,7.9,
1971,2023-10-26 08:10,15.5,60.5,7.9,
1972,2023-10-26 08:15,15.5,60.5,7.9,
1973,2023-10-26 08:20,15.5,60.5,7.9,
1974,2023-10-26 08:25,15.5,60.5,7.9,
1975,2023-10-26 08:30,15.5,60.5,7.9,
1976,2023-10-26 08:35,15.5,60.5,7.9,
1977,2023-10-26 08:40,15.5,60.5,7.9,
1978,2023-10-26 08:45,15.5,60.5,7.9,
1979,2023-10-26 08:50,15.5,60.5,7.9,
1980,2023-10-26 08:55,15.5,60.5,7.9,
1981,2023-10-26 09:00,15.5,60.5,7.9,
1982,2023-10-26 09:05,15.5,60.5,7.9,
1983,2023-10-26 09:10,15.5,60.5,7.9,
1984,2023-10-26 09:15,15.5,60.5,7.9,
1985,2023-10-26 09:20,15.5,60.5,7.9,
1986,2023-10-26 09:25,15.5,60.5,7.9,
1987,2023-10-26 09:30,16,60.5,8.4,
1988,2023-10-26 09:35,16,60.5,8.4,
1989,2023-10-26 09:40,16,60.5,8.4,
1990,2023-10-26 09:45,16,60.5,8.4,
1991,2023-10-26 09:50,15.5,60.5,7.9,
1992,2023-10-26 09:55,15.5,61.5,8.1,
1993,2023-10-26 10:00,15.5,60.5,7.9,
1994,2023-10-26 10:05,15,60.5,7.4,
1995,2023-10-26 10:10,15,60.5,7.4,
1996,2023-10-26 10:15,15,60.5,7.4,
1997,2023-10-26 10:20,14.5,61,7.1,
1998,2023-10-26 10:25,15,62.5,7.9,
1999,2023-10-26 10:30,15.5,62,8.3,
2000,2023-10-26 10:35,16,61.5,8.6,
2001,2023-10-26 10:40,16.5,61.5,9.1,
2002,2023-10-26 10:45,16.5,62,9.2,
2003,2023-10-26 10:50,17,62,9.7,
2004,2023-10-26 10:55,17,62.5,9.8,
2005,2023-10-26 11:00,17.5,62.5,10.3,
